"Regional";"Ano";"Mês";"Data";"Ocorrencia";"Solicitacao";"Endereco";"Bairro";"Localidade";"Grau_de_Risco";"Data_da_Acao";"Tipo_da_Acao";"Quantidade";"Altura";"Largura";"Area_m"
"Norte";"2025";"Dezembro";"2024-12-06";"";"Monitoramento";"Rua Canavieira, @}>";"Dois Unidos";"Alto do Rosario";"";"2024-12-06";"Atendimento Social";"";"";"";"0"
